"Title","Location","Company","Employment_Type","site_name","Salary_from","Salary_to","Job_Category","Salary"
"financial analyst [rozetkapay]","Київ","EVO","Full-Time","robota",NA,NA,"Data Analysis / Data Science",NA
"senior people partner (relocate cyprus, limassol)","Київ","PIN-UP.BUSINESS","Full-Time","robota",NA,NA,"Non-IT",NA
"помічник директора з розвитку бізнесу","Київ","OMNICORE","Full-Time","robota",NA,NA,"Non-IT",NA
"financial controller","Київ","GG.BET","Full-Time","robota",NA,NA,"Non-IT",NA
"middle legal counsel","Київ","FAVBET","Full-Time","robota",NA,NA,"Non-IT",NA
"machine learning engineer","Київ","appflame","Full-Time","robota",NA,NA,"AI / Research",NA
"монтажник слабострумових мереж та обладнання систем безпеки (скс, свн, скд, сос)","Київ","Space IT","Full-Time","robota",NA,NA,"Repair / Maintenance",NA
"scriptwriter (humour_english) (legit)","Київ","Genesis","Full-Time","robota",NA,NA,"Non-IT",NA
"senior frontend developer","Київ","robota.ua","Full-Time","robota",NA,NA,"Software Development",NA
"senior affiliate manager/affiliate team lead","Київ","Atlim","Full-Time","robota",NA,NA,"Non-IT",NA
"розробник power bi","Київ","МХП, ПрАТ","Full-Time","robota",NA,NA,"Software Development",NA
"junior tax support specialist","Львів","Nestle Ukraine LLC / Нестле Україна, ТОВ","Full-Time","robota",NA,NA,"Non-IT",NA
"applications engineer (прикладний інженер)","Львів","Renesas","Full-Time","robota",NA,NA,"Engineering",NA
"сервісний інженер систем вентиляції та кондиціонування цод","Київ","De Novo","Full-Time","robota",NA,NA,"Engineering",NA
"сервісний інженер систем вентиляції та кондиціонування цод","Київ","De Novo","Full-Time","robota",NA,NA,"Engineering",NA
"middle web analyst","Київ","FAVBET","Full-Time","robota",NA,NA,"Data Analysis / Data Science",NA
"керівник редакції ""технології""","Київ","LIGA.net","Full-Time","robota",NA,NA,"Non-IT",NA
"senior frontend developer","Київ","robota.ua","Full-Time","robota",NA,NA,"Software Development",NA
"media buyer (in-app/push/native)","Київ","EvoPlay","Full-Time","robota",NA,NA,"Non-IT",NA
"student / trainee qa","Львів","DevCom","Full-Time","robota",NA,NA,"Testing",NA
"lead generation specialist","Запоріжжя","Computools","Full-Time","robota",NA,NA,"Non-IT",NA
"it project manager","Київ","Consimple","Full-Time","robota",NA,NA,"Non-IT",NA
"applications engineer (прикладний інженер)","Львів","Renesas","Full-Time","robota",NA,NA,"Engineering",NA
"розробник power bi","Київ","МХП, ПрАТ","Full-Time","robota",NA,NA,"Software Development",NA
"інженер-програміст","Київ","Ubiquiti Labs Ukraine","Full-Time","robota",NA,NA,"Software Development",NA
"інженер-програміст","Нікополь","Interpipe / ІНТЕРПАЙП","Full-Time","robota",NA,NA,"Software Development",NA
"student / trainee qa","Львів","DevCom","Full-Time","robota",NA,NA,"Testing",NA
"lead generation specialist","Запоріжжя","Computools","Full-Time","robota",NA,NA,"Non-IT",NA
"it project manager","Київ","Consimple","Full-Time","robota",NA,NA,"Non-IT",NA
"l&d manager","Київ","ЕЙРЛОДЖИКС, ТОВ","Full-Time","robota",NA,NA,"Non-IT",NA
"junior front-end developer","Київ","Digital Sports Media","Full-Time","robota",NA,NA,"Software Development",NA
"монтажник слабострумових мереж та обладнання систем безпеки (скс, свн, скд, сос)","Київ","Space IT","Full-Time","robota",NA,NA,"Repair / Maintenance",NA
"applications engineer (прикладний інженер)","Львів","Renesas","Full-Time","robota",NA,NA,"Engineering",NA
"розробник power bi","Київ","МХП, ПрАТ","Full-Time","robota",NA,NA,"Software Development",NA
"full-stack developer for mvp project (react native)","Київ","CRMOZ","Full-Time","robota",NA,NA,"Software Development",NA
"створювач креативів для мобільних ігор","Київ","Альта, ЧП, НВФ","Full-Time","robota",NA,NA,"Non-IT",NA
"hr data analyst","Дніпро","ПриватБанк","Full-Time","robota",NA,NA,"Data Analysis / Data Science",NA
"junior front-end developer","Київ","FAVBET","Full-Time","robota",NA,NA,"Software Development",NA
"software qa engineer (fixed-term contract, part-time)","Львів","Renesas","Full-Time","robota",NA,NA,"Testing",NA
"програміст it-enterprise","Київ","Укрзалізниця, АТ","Full-Time","robota",NA,NA,"Software Development",NA
"программист 1 с","Київ","Брокбрідж","Full-Time","robota",NA,NA,"Non-IT",NA
"інженер втк","Київ","FRDM Group","Full-Time","robota",NA,NA,"Engineering",NA
"вантажник","Київ","Мук, Группа компаний","Full-Time","robota",NA,NA,"Non-IT",NA
"електромеханік","Чернівці","СЕ Борднетце-Україна, ТзОВ","Full-Time","robota",NA,NA,"Non-IT",NA
"програміст","Дніпро","Кефир 1%","Full-Time","robota",80000,80000,"Software Development",NA
"інженер-конструктор (механіка)","Київ","PRO recruitment","Full-Time","robota",58500,58500,"Engineering",NA
"бізнес-аналітик по впровадженню систем автоматизації бізнесу (bas)","Київ","JANUARY UA","Full-Time","robota",55000,55000,"Data Analysis / Data Science",NA
"full-stack developer","Київ","Юніфікс","Full-Time","robota",51000,51000,"Software Development",NA
"middle/senior front-end developer","Київ","А.Т.М.І.","Full-Time","robota",45000,45000,"Software Development",NA
"bas програміст middle","Київ","Нова корп, ТОВ","Full-Time","robota",45000,45000,"Software Development",NA
"direct-менеджер","Київ","МІРТА+","Full-Time","robota",37500,37500,"Non-IT",NA
"помічник media buyer","Київ","AVANIT","Full-Time","robota",35000,35000,"Non-IT",NA
"адміністратор на ресепшн","Київ","Ромсат-Сервіс","Full-Time","robota",29000,29000,"System Administration / DevOps",NA
"менеджер проєктів - маркетплейс ukrainian mall","Київ","Umall","Full-Time","robota",27500,27500,"AI / Research",NA
"майстер з ремонту ноутбуків","Одеса","Мрук М.М., ФОП","Full-Time","robota",25500,25500,"Repair / Maintenance",NA
"оператор автоматичної лінії","Ужгород","Jabil Circuit Ukraine LLC","Full-Time","robota",21670,21670,"Non-IT",NA
"seo оптимізатор в команду","Київ","TarMedia","Full-Time","robota",20000,20000,"Non-IT",NA
"пакувальник","Київ","Dluxe, Інтернет-магазин жіночого одягу","Full-Time","robota",20000,20000,"Non-IT",NA
"програміст-стажер (с++)","Київ","PixelWave IT Solutions","Full-Time","robota",19000,19000,"Software Development",NA
"фасувальник пакувальник","Київ","Dluxe, Інтернет-магазин жіночого одягу","Full-Time","robota",16000,16000,"Non-IT",NA
"сервис-инженер по ремонту офисной техники и заправке картриджей.","Київ","Полушкин В.В., ФЛП","Full-Time","robota",15000,15000,"Repair / Maintenance",NA
"інженер з комп’ютерної техніки та частково менеджер.","Черкаси","Electron.ck.ua","Full-Time","robota",13500,13500,"Repair / Maintenance",NA
"комплектувальник, комірчиний, упаковщик з авто, комплектовщик","Софіївська Борщагівка","І LED","Full-Time","robota",13000,13000,"Non-IT",NA
"токар універсал","Біла Церква","MAG Audio / Magnet","Full-Time","robota",NA,NA,"Non-IT",NA
"it lawyer/corporate secretary","Київ","Sigma Software","Full-Time","robota",NA,NA,"Non-IT",NA
"full stack developer (react+node.js+mongodb)","Київ","Альтернатива, Компанія","Full-Time","robota",NA,NA,"Software Development",NA
"embedded-разработчик","Полтава","Арт илюм","Part-Time","robota",NA,NA,"Non-IT",NA
"it lawyer","Київ","Sigma Software","Full-Time","robota",NA,NA,"Non-IT",NA
"токар універсал","Біла Церква","MAG Audio / Magnet","Full-Time","robota",NA,NA,"Non-IT",NA
"it lawyer/corporate secretary","Львів","Sigma Software","Full-Time","robota",NA,NA,"Non-IT",NA
"customer support specialist (it/without experience)","Київ","Introduct Group","Full-Time","robota",NA,NA,"Non-IT",NA
"jun/mid backend web-developer","Київ","Concert.ua","Full-Time","robota",NA,NA,"Software Development",NA
"wordpress/woocommerce developer","Харків","Ненько С.В., ФЛП","Full-Time","robota",NA,NA,"Software Development",NA
"системний адміністратор","Львів","TechMagic","Full-Time","robota",NA,NA,"System Administration / DevOps",NA
"токар універсал","Біла Церква","MAG Audio / Magnet","Full-Time","robota",NA,NA,"Non-IT",NA
"full stack developer (react+node.js+mongodb)","Київ","Альтернатива, Компанія","Full-Time","robota",NA,NA,"Software Development",NA
"react native developer","Київ","Audety","Full-Time","robota",74000,74000,"Software Development",NA
"data processing specialist (german speaking)","Львів","BPO Nextdoor, Inc.","Full-Time","robota",42000,42000,"Data Analysis / Data Science",NA
"програміст bas/1с","Черкаси","QWERTY group","Full-Time","robota",40000,40000,"Software Development",NA
"зварювальник","Хотів","I-serviсe","Full-Time","robota",37500,37500,"Non-IT",NA
"інженер бпла (пайка, збірка, пілотування)","Київ","Ukropter","Full-Time","robota",35000,35000,"Engineering",NA
"продакт-менеджер, менеджер з розвитку","Одеса","Інтмакс, ТОВ","Full-Time","robota",35000,35000,"Non-IT",NA
"помічник відеомонтажера (стажер, не віддалено)","Київ","Харновець О.Я., ФОП","Full-Time","robota",29000,29000,"Non-IT",NA
"trainee manual qa","Київ","Nexsys","Full-Time","robota",26000,26000,"Testing",NA
"помічник спеціаліста із діагностики пристроїв (можна без досвіду, навчаємо)","Київ","ASBISC Enterprises PLC","Full-Time","robota",25000,25000,"Non-IT",NA
"майстер з ремонту телевізорів","Кривий Ріг","Пико, ЧП","Full-Time","robota",25000,25000,"Repair / Maintenance",NA
"веб-дизайнер","Львів","Nadnova","Full-Time","robota",25000,25000,"Design",NA
"комплектувальник","Одеса","Антоненко О.А., ФЛП","Full-Time","robota",22500,22500,"Non-IT",NA
